text,label
"Cultivated highbush (Vaccinium corymbosum L.) and wild lowbush (Vaccinium angustifolium Ait.) blueberries are excellent sources of phytochemicals that are believed to have significant biological activity. The objective of this study was to determine whether incorporation of blueberries into food products affects their phenolic content or antioxidant and antiproliferation activity. Several blueberry fruit-containing products including fresh, individually quick frozen (IQF), freeze-dried, spray-dried, heat-dried, cooked, juice concentrate, pie filling, and jam were fractionated to remove sugars and isolate groups of phytochemicals based on solubility. The fractions were analyzed for total phenolics and assayed for ferric reducing antioxidant power (FRAP) antioxidant activity, 2,2-diphenyl-1-picrylhydrazyl (DPPH) radical scavenging activity, and hepa-1c1c7 antiproliferative activities. For both cultivated and wild berries, fresh and IQF berries had the highest total phenols, antioxidant activity, and antiproliferation activity. Whole freeze-dried wild blueberries also retained significant antiproliferative activity in 2 fractions eluted with acetone (fraction 4, 4% of control cell growth at 20 (μg/mL) and 50% aqueous acetone (fraction 5, 69% of control cell growth at 20 (μg/mL) and ranked close to the activities recorded for fresh (30% of control cell growth at 20 (μg/mL for fraction 5) and IQF whole fruit (27% of control cell growth at 20 (μg/mL for fraction 5). Products that were heat-processed retained most of the antioxidant activity and total phenolics found in unprocessed whole fruit. However, the heat-treated products lacked or had diminished antiproliferation activity, suggesting that although products may be high in phenolic compounds and antioxidant activity, some forms of bioactivity may be compromised by harsh processing methods.",1
"The outcomes of adult B-cell acute lymphoblastic leukemia (ALL) remain poor. Recent advancements in the field of leukemia research show potential for improved patient care. However, the adoption of research findings into clinical practice is fraught with practice- and country-specific challenges. The continued addition of new findings warrants critical evaluation for the feasibility of incorporation into clinical practice. A uniform set of evidence-based guidelines can favorably assist physicians in making optimal clinical decisions. Such a resource may also serve as a reference point for strategic planning of initiatives aimed at addressing critical barriers in the optimal management of B-cell ALL. This initiative was undertaken to seek a collaborative perspective and understand the existing challenges. Concordance-based recommendations were outlined through a systematic discussion on various aspects of treatment and management of adult B-cell ALL. The outcomes and experiences gained from this exercise will serve as a foundation for future efforts encompassing the more granular aspects of the management of B-cell ALL across the Asia-Pacific region.",0
"To validate the feasibility of intravoxel incoherent motion imaging (IVIM) for monitoring renal injury and uric acid-lowering efficacy in a rat model of hyperuricaemia. A total of 92 rats were analysed and categorized into 4 groups: control (CON), hyperuricaemia (HUA), allopurinol intervention (ALL), and combined intervention (COM). Eight rats were randomly selected from each group and underwent IVIM scanning on days 0, 1, 3, 5, 7, and 9. Quantitative magnetic resonance values (D, D*, and f values) measured from the different renal anatomical regions. Quantitative histopathological analysis was performed to assess renal tubular injury using neutrophil gelatinase-associated lipocalin (NGAL), and renal fibrosis using alpha-smooth-muscle-actin (α-SMA). Pearson's correlation analysis was used to determine the correlation between IVIM-derived parameters and the expression of NGAL and α-SMA. The D values of the HUA, ALL, and COM groups generally showed a downward trend over time, and this fluctuation was most significant in the HUA group. The D values showed significant intergroup differences at each point, whereas only a few discrepancies were found in the D* and f values. In addition, the renal D value was negatively correlated with the positive staining rates for NGAL and α-SMA (P < .05), except for the lack of correlation between Dos and α-SMA (P > .05). IVIM could be a noninvasive and potential assessment modality for the evaluation of renal injury induced by hyperuricaemia and its prognostic efficacy. IVIM could be a surrogate manner in monitoring renal damage induced by hyperuricaemia and its treatment evaluation.",0
"Acute lymphoblastic leukemia (ALL) is the most common malignancy in children and young adults. Treatment is long and involves 2-3 years of a prolonged maintenance phase composed of oral chemotherapies. Adherence to these medications is critical to achieving good outcomes. However, adherence is difficult to determine, as there is currently no consensus on measures of adherence or criteria to determine nonadherence. Furthermore, there have been few studies in pediatric B-ALL describing factors associated with nonadherence. Thus, we performed a systematic review of literature on oral chemotherapy adherence during maintenance therapy in ALL following PRISMA guidelines. Published studies demonstrated various objective and subjective methods of assessing adherence without generalizable definitions of nonadherence. However, the results of these studies suggested that nonadherence to oral maintenance chemotherapy was associated with increased risk of relapse. Future studies of B-ALL therapy should utilize a uniform assessment of adherence and definitions of nonadherence to better determine the impact of nonadherence on B-ALL outcomes and identify predictors of nonadherence that could yield targets for adherence improving interventions.",0
"The impact of phenotypic, clonal, and functional heterogeneity of chimeric antigen receptor (CAR)-T cells on clinical outcome remains understudied. Here, we integrate clonal kinetics with transcriptomic heterogeneity resolved by single-cell omics to interrogate cellular dynamics of non-transduced (CAR",0
"Four cultivars of red beetroot (Beta vulgaris) were evaluated with respect to their betalain and phenolic contents. The compounds were analysed using HPLC and identified by HPLC-DAD, HPLC-ESI-MS and NMR techniques. Betalains (vulgaxanthins I and II, betanin and isobetanin) and phenolics [5,5',6,6'-tetrahydroxy-3,3'-biindolyl, feruloylglucose and β-D-fructofuranosyl-α-D-(6-O-(E)-feruloylglucopyranoside)] were determined in different parts of the root; betalains were analysed separately in the water extract and phenolics in the fractionated 80% aqueous methanol extract (betalain-free water fraction). In each cultivar, both betanin and isobetanin were found in greater amounts in the peel than in the flesh. A similar trend was not observed in the distribution of vulgaxanthins. The three studied phenolics appeared in all root parts of the beetroot cultivars with the flesh generally containing the least content. Additionally, two phenolic amides (N-trans-feruloyltyramine and N-trans-feruloylhomovanillylamine) and four flavonoids (betagarin, betavulgarin, cochliophilin A and dihydroisorhamnetin) were detected in the fractionated 80% aqueous methanol peel extracts (acetonitrile fraction) of beetroot.",1
"The fruit of all apple varieties tested possessed five quercetin glycosides, namely hyperin, isoquercitrin, reynoutrin, avicularin and quercitrin, as the major flavonol components. Total flavonol levels were in the range 26.4 to 73.9μg/g fresh wt (expressed as aglycone) with hyperin the dominant form in all varieties except Egremont and Jonagored, where quercitrin predominated, and the cider apples, where avicularin predominated. The proportion of flavonol in the peel ranged from 63.0 to 97.1% for the dessert and cooking apples and was not dependent on fruit size. Juice produced from the three varieties of cider apple contained 9.9 to 12.7% of the flavonols with the remainder retained in the pomace.",1
"Acute lymphoblastic leukemia (ALL) is the most common cancer in children, yet few environmental risk factors have been identified. We previously found an association between early-life tobacco smoke exposure and frequency of somatic deletions of 8 leukemia driver genes among childhood ALL patients in the California Childhood Leukemia Study. To expand analysis genome-wide and examine potential mechanisms, we conducted tumor whole-genome sequencing in 35 ALL patients, including 18 with high prenatal tobacco exposure and 17 with low exposure as determined by established epigenetic biomarkers. High tobacco exposure patients had significantly more structural variants (P < .001) and deletions (P = .001) genome-wide than low exposure patients. Investigation of off-target RAG recombination revealed that 41% of deletions in the high tobacco exposure patients were putatively RAG-mediated (full RAG motif identified at one or both breakpoints) compared with only 21% in the low exposure group (P = .001). In a multilevel model, deletions in high tobacco exposure patients were 2.44-fold (95% CI:1.13-5.38) more likely to be putatively RAG-mediated than deletions in low exposure patients. No point mutational signatures were associated with prenatal tobacco exposure. Our findings suggest that early-life tobacco smoke exposure may promote leukemogenesis by driving development of somatic deletions in pre-leukemic lymphocytes via off-target RAG recombination.",0
"Pediatric acute lymphoblastic leukemia (ALL) is the most common cancer among children worldwide. The availability of easily accessible multi-omics data provides unprecedented resources and opportunities for discovering and refining disease biology, cancer biomarkers, and drug mechanisms of action. This has led to exponential growth of omics data available in public repositories. However, delivering the useful information and knowledge extraction from this data is one of the bottlenecks of multi-omics. Presenting, navigating, and downloading ALL omics data in a user-friendly interface provide a valuable platform for biologists and clinicians to get most of the omics data. Our in-house data provides in-depth mass spectrometry-based protein abundance data for a large panel of commercially available ALL cell lines. Providing this data to the scientific community in the form of a user-friendly web-portal allows for easy and detailed exploration of the data. We have developed the Functional Omics Resource of Acute Lymphoblastic Leukemia (FORALL) web-portal. FORALL is a shiny-based web portal designed to navigate in-depth mass spectrometry-based proteomics data of 51 cell lines. The proteomics data can be navigated and visualized along with matched RNA expression data as well as drug sensitivity data of 528 investigational and approved drugs. FORALL is available at https://proteomics.se/forall/.",0
"Maize bran heteroxylan samples were extracted in various conditions of severity. Their ferulate and diferulate content was investigated by GC-MS of methyl ester-TMSi derivatives. When extracted by 0.5 M NaOH in mild conditions, the heteroxylan sample contained a low level of ferulic acid (0.032% by wt.) and the main diferulate surviving alkaline extraction was found to be the 8-8' diferulate. On peroxidase treatment, this sample nevertheless produced a firm and brittle gel without any change in the diferulate profile. Typical lignin structures, mainly comprising syringyl units interconnected through beta-O-4, beta-1 and beta-beta interunit bonds, were evidenced in the maize bran sample. More importantly, these lignin structures were found to be tightly associated with the alkali-extracted heteroxylans. Thioacidolysis revealed the occurrence of 0.1-0.5% (by wt.) lignin structures in heteroxylan fractions extracted in mild or severe conditions, before and after purification of the polysaccharides. The gelling potential of the heteroxylan fractions was not only dependent on their ferulate level, but also influenced by associated lignin structures. These results argue for the occurrence of covalent linkages between heteroxylan chains and lignin structures which could participate in the peroxidase-driven gelation of feruloylated polysaccharides. They demonstrate the role of low lignin levels in the organization of native or reconstructed polysaccharide networks.",1
"Clingstone peaches contain a wide array of complex secondary plant metabolites and polyphenolics, and increasing evidence indicates that many of these components are important in human health. Oligomeric flavan-3-ol metabolites (procyanidins) are particularly interesting owing to their potent antioxidant activity and protective cardiovascular effects. To date, little information is available on how postharvest and processing conditions impact levels of phenolics and procyanidins in fruit. This research addresses the impact of lye peeling, freezing, storage temperature (4 and 30 °C) and three different time–temperature sterilisation combinations on levels of total phenolics (TPs) in Ross clingstone peaches. Additionally, we describe the profile of procyanidin oligomers (monomers through heptamers) in clingstone and freestone peaches and demonstrate a dramatic decrease in procyanidins in thermally processed peaches. TP levels ranged between 316 and 397 mg kg−1 in peeled peaches and between 376 and 609 mg kg−1 in unpeeled peaches. Cold storage at 4 °C for 14 days or freezing and storing at −12 °C for 3 months produced no loss in TPs. Peaches stored at 30 °C for 24 h resulted in a 1.7-fold increase in TPs. Studies of TPs in peaches processed at temperatures of 213 °F for 40 min, 220 °F for 10 min and 230 °F for 2.4 min indicate that processing above 213 °F decreases levels of both TPs (up to 21%) and procyanidins (up to 100%). Processing at 213 °F for 40 min produced no significant loss in TPs. Furthermore, studies reveal that a 30–43% loss in phenolic levels occurs during the first 3 months in storage after canning. It is clear that both storage and thermal processing conditions profoundly impact the levels of polyphenolics in peaches. More interestingly, these studies indicate that peaches are a rich source of procyanidins, having profiles similar to those found in cocoa, apples, wine and tea.",1
"In 2022, leukemia ranked as the second most common hematological malignancy after non-Hodgkin lymphoma worldwide. However, updated global estimates of leukemia incidence by subtype are unavailable. We estimated leukemia incidences for different leukemia subtypes by country, world region, and human developmental index using data from the Cancer Incidence in Five Continents databases combined with the GLOBOCAN 2022 estimates of leukemia in 185 countries. We estimated sex-specific age-standardized rates (ASRs) per 100 000 for children (0-19 years) and adults (20+ years). In adults, the most common leukemia worldwide was AML (males: 38%, ASR = 3·1; females: 43%, ASR = 2·4), followed by CLL (males: 28%, ASR = 2·2; females: 24%, ASR = 1·3). In very high HDI countries, the ASR of CLL was higher than the ASR of AML among males (5·2 versus 4·3, respectively) and similar among females (2·9 and 3·0, respectively). In children, the most common leukemia was ALL (boys: 70%, ASR = 2·4; girls: 68%, ASR = 1·8) followed by AML (boys: 22%, ASR = 0·76; girls: 25%, ASR = 0·65). ALL proportions varied across world sub-regions from 57 to 78% among boys, and from 49 to 80% among girls. Our findings suggest clear geographical patterns of leukemia subtypes in adults and children. Further research into underlying causes that explain these variations is needed to support cancer control strategies for prevention and plan national healthcare needs.",0
"In the 2022, WHO and ICC classifications, myeloid/lymphoid neoplasms with eosinophilia (M/LN-eo) and tyrosine kinase gene fusions represent rare hematologic malignancies driven by rearrangements of PDGFRA, PDGFRB, FGFR1, JAK2, FLT3, and ETV6::ABL1 fusion. Eosinophilia is the most constant finding, whereas the clinicopathological features are quite heterogeneous, presenting as Chronic eosinophilic leukemia (CEL) NOS, myelodysplastic/myeloproliferative neoplasm (MDS/MPN), MDS, MPN, systemic mastocytosis (SM), T or B cell acute lymphoblastic leukemia/lymphoblastic lymphoma (ALL/LBL), acute myeloid leukemia (AML), blastic phase of MPN, or mixed phenotype acute leukemia (MPAL). Extramedullary involvement at diagnosis or during progression is common. Here, we report a very unusual case of myeloid/lymphoid neoplasm with ETV6::FLT3 fusion with a nodal presentation without associated eosinophilia. Our case draws attention to diagnostic pitfalls in these rare entities.",0
"This meta-analysis assesses the efficacy of TCRαβ+/CD19+ depleted hematopoietic stem cell transplantation (HSCT) in pediatric patients with hematological malignancies, bridging the gap in the heterogeneous results of published studies. We analyzed post-HSCT complications and survival outcomes in 1068 children across 14 studies, using both aggregated and patient-level data from acute myeloid leukemia/myelodysplastic syndromes (AML/MDS) and acute lymphoblastic leukemia (ALL) studies, employing the IPDfromKM technique for time-to-event data reconstruction. The analysis reveals a 95 % engraftment success rate (95 % CI: 93-97) and 6-year overall survival and disease-free survival (DFS) rates of 67.2 % and 66.3 %, respectively, with no significant differences in DFS between haploidentical and unrelated donors (hazard ratio = 0.9, 95 % CI: 0.53-1.55). Acute graft-versus-host disease (GvHD) grades III-IV and chronic GvHD incidences were 8 % (95 % CI: 6-11) and 17 % (95 % CI: 10-27). The relapse rate was 27 % (95 % CI: 21-33), with relapse-related mortality at 21 % (95 % CI: 15-28) and HSCT-related mortality at 12 % (95 % CI: 7-19). Relapse was significantly lower in patients (mostly ALL) receiving total body irradiation (risk ratio = 0.53, P = 0.04). These findings underscore TCRαβ/CD19-depleted HSCT as a valuable option for patients without HLA-matched donors, highlighting the need for larger, multicenter studies.",0
"The bioavailability of polyphenols in human and rodents has been discussed regarding their biological activity. We found different metabolite profiles of quercetin in rat plasma between two administration procedures. A single intragastric administration (50 mg/kg) resulted in the appearance of a variety of metabolites in the plasma, whereas only a major fraction was detected by free access (1% quercetin). The methylated/non-methylated metabolites ratio was much higher in the free access group. Mass spectrometric analyses showed that the fraction from free access contained highly conjugated quercetin metabolites such as sulfo-glucuronides of quercetin and methylquercetin. The metabolite profile of human plasma after an intake of onion was similar to that with intragastric administration in rats. In vitro oxidation of human low-density lipoprotein showed that methylation of the catechol moiety of quercetin significantly attenuated the antioxidative activity. These results might provide information about the bioavailability of quercetin when conducting animal experiments.",1
"The antioxidant activity of pomegranate juices was evaluated by four different methods (ABTS, DPPH, DMPD, and FRAP) and compared to those of red wine and a green tea infusion. Commercial pomegranate juices showed an antioxidant activity (18-20 TEAC) three times higher than those of red wine and green tea (6-8 TEAC). The activity was higher in commercial juices extracted from whole pomegranates than in experimental juices obtained from the arils only (12-14 TEAC). HPLC-DAD and HPLC-MS analyses of the juices revealed that commercial juices contained the pomegranate tannin punicalagin (1500-1900 mg/L) while only traces of this compound were detected in the experimental juice obtained from arils in the laboratory. This shows that pomegranate industrial processing extracts some of the hydrolyzable tannins present in the fruit rind. This could account for the higher antioxidant activity of commercial juices compared to the experimental ones. In addition, anthocyanins, ellagic acid derivatives, and hydrolyzable tannins were detected and quantified in the pomegranate juices.",1
"The contents of flavonoids in onions, green beans, and peas have been analysed in relation to the effect of different heat treatments. Two major flavonoids were studied, quercetin and kaempferol. The identification and quantification of the flavonoids were performed with high performance liquid chromatography and UV detection. The greatest loss of flavonoids in onion took place during the pre-processing step where the onion was peeled, trimmed, and chopped before blanching. Blanched onion contained 25 mg quercetin and 0.35 mg kaempferol per 100 g edible part. Blanched green beans contained 1.3 mg quercetin and 0.24 mg kaempferol per 100 g, and blanched peas only 0.15 mg quercetin per 100 g. No kaempferol was detected in peas. Further cooking, frying or warm-holding for up to 2 h of the blanched vegetables, did not influence the flavonoid content. Onions in ready-made dishes and home-cooked food as well as green beans may be good dietary sources of flavonoids.",1
"The PICALM::MLLT10 fusion is a rare but recurrent cytogenetic abnormality in acute leukemia, with limited clinicopathologic and outcome data available. Herein, we analyzed 156 acute leukemia patients with PICALM::MLLT10 fusion, including 12 patients from our institutions and 144 patients from the literature. The PICALM::MLLT10 fusion preferentially manifested in pediatric and young adult patients, with a median age of 24 years. T-lymphoblastic leukemia/lymphoma (T-ALL) constituted 65% of cases, acute myeloid leukemia (AML) 27%, and acute leukemia of ambiguous lineage (ALAL) 8%. About half of T-ALL were classified as an early T-precursor (ETP)-ALL. In our institutions' cohort, mediastinum was the most common extramedullary site of involvement. Eight of 12 patients were diagnosed with T-ALL exhibiting a pro-/pre-T stage phenotype (CD4/CD8-double negative, CD7-positive), and frequent CD79a expression. NGS revealed pathogenic mutations in 5 of 6 tested cases, including NOTCH1, and genes in RAS and JAK-STAT pathways and epigenetic modifiers. Of 138 cases with follow-up, pediatric patients (<18 years) had 5-year overall survival (OS) of 71%, significantly better than adults at 33%. The 5-year OS for AML patients was 25%, notably shorter than T-ALL patients at 54%; this distinction was observed in both pediatric and adult populations. Furthermore, adult but not pediatric ETP-ALL patients demonstrated inferior survival compared to non-ETP-ALL patients. Neither karyotype complexity nor transplant status had a discernible impact on OS. In conclusion, PICALM::MLLT10 fusion is most commonly seen in T-ALL patients, particularly those with an ETP phenotype. AML and adult ETP-ALL patients had adverse prognosis. PICALM::MLTT10 fusion testing should be considered in T-ALL, AML, and ALAL patients.",0
"Acute lymphoblastic leukemia (ALL) is the most common cancer in children worldwide. Although ALL patients' overall survival rates in wealthy countries currently surpass 80%, 15-20% of patients still experience relapse. The underlying mechanisms of relapse are still not fully understood, and little progress has been made in treating refractory or relapsed disease. Disease relapse and treatment failure are common causes of leukemia-related death. In ALL relapse, several gene signatures have been identified, but it is also important to study miRNAs involved in ALL relapse in an effort to avoid relapse and to achieve better survival rates since miRNAs regulate target genes that participate in signaling pathways involved in relapse, such as those related to drug resistance, survival signals, and antiapoptotic mechanisms. Several miRNAs, such as miR-24, miR-27a, miR-99/100, miR-124, miR-1225b, miR-128b, miR-142-3p, miR-155 and miR-335-3p, are valuable biomarkers for prognosis and treatment response in ALL patients. Thus, this review aimed to analyze the primary miRNAs involved in pediatric ALL relapse and explore the underlying molecular mechanisms in an effort to identify miRNAs that may be potential candidates for anti-ALL therapy soon.",0
"The simultaneous determination of catechins, gallic acid, and three methylxanthine compounds was determined in chocolate extract by reversed-phase HPLC. An isocratic HPLC procedure using Hypersil-ODS column with methanol three distilled water–formic acid (48.75:200.5:0.75, v/v/v) as a mobile phase was used and the HPLC profiles of 11 chocolate products were obtained. (–)- Epicatechin, (–)-epigallocatechin gallate, levels were very high whereas (+)-catechin, (–)-epigallocatechin and (–)-epicatechin gallate were lower values. Gallic acid was predominant compounds with extremely high levels in all chocolate samples. The content of three methylxanthine, theobromine, theophylline and caffeine was quantified with this procedure. Caffein amounts were low in all samples, while theobromine levels were high in milk and dark chocolates. Theophylline was at trace levels in some chocolates and could not be detected in some samples. This method was reliable, reproducible and objective for quantitative identification of flavanols and alkaloid compounds in the chocolate industry.",1
"The quality of dry roasted peanuts is highly dependent on storage conditions for preventing oxidation of fatty acids; however, changes in polyphenolics affecting antioxidant capacity due to co-oxidative reactions are unknown. The objective of this work was to evaluate oxidative stability of polyphenolics in peanut kernels with naturally varying rates of lipid oxidation. Three peanut varieties containing varying levels of oleic acid (normal, mid, and high) were dry roasted and evaluated for phytochemical changes over four months of storage at 20 and 35 °C; analyses included peroxide value, total and individual phenolics and antioxidant capacity. The normal oleic acid peanuts suffered up to 2.6-fold and mid-oleic acid peanuts 2-fold more lipid oxidation than the high-oleic acid peanuts stored at 35 °C. Changes in total soluble phenolics were initially similar among cultivars, but antioxidant capacity was found to decrease by 62%, on average, during storage at 35 °C, independently of rates of lipid oxidation. Free p-coumaric acid, three esterified derivatives of p-coumaric, and two esterified derivatives of hydroxybenzoic acid were the predominant polyphenolics present and their rates of change were similar among cultivars and independent of storage time or temperature. The high-oleic acid content was essential for prevention of lipid oxidation, but data indicated that co-oxidative reactions, affecting polyphenolic content during storage, were not great enough to significantly alter antioxidant capacity.",1
Relapse is the major cause of treatment failure in Philadelphia chromosome-positive (Ph,0
"The ABO system is an essential blood group in clinical transfusion medicine implicated in several human diseases. The ABO system has been investigated for over a century, with various studies exploring potential links to disease susceptibility. The study examines the possible relationship between leukemia and the distribution and the ABO blood group system discrepancy. A comprehensive review was conducted on the recommended databases to review the ABO blood groups, their association with leukemia, and the expected changes in blood groups among leukemia patients. The study highlights different kinds of leukemia, such as acute lymphocytic leukemia (ALL), acute myeloid leukemia (AML), chronic myeloid leukemia (CML), and chronic lymphocytic leukemia (CLL), their characteristics, and their relationship with ABO blood groups. The document concludes that studying ABO blood group distributions among leukemia patients showed that the most common blood group in acute leukemia is the A group, while in chronic leukemia, the O group is predominant; more studies are required. This study also confirmed an association between leukemia and ABO blood group discrepancy.",0
"The lipophilic character of quercetin suggests that it can cross enterocyte membranes via simple diffusion. Therefore, it should be more bioavailable than its glucosides, which require preliminary hydrolysis or active transport for absorption. However, the published human studies show that quercetin is less bioavailable than its glucosides. Assuming that low bioavailability of quercetin aglycone provided to humans as a pure substance is the result of its low solubility in the digestive tract, we studied its bioavailability from dietary sources in which quercetin was dispersed in the food matrix. In a randomized crossover study, 9 volunteers took a single dose of either shallot flesh (99.2% quercetin glucosides and 0.8% quercetin aglycone) or dry shallot skin (83.3% quercetin aglycone and 16.7% quercetin glucosides), providing 1.4 mg quercetin per kg of body weight. Blood samples were collected before and after consumption of shallot preparations. Plasma quercetin was measured on HPLC with electrochemical detection after plasma enzymatic treatment. The maximum plasma quercetin concentration of 1.02 +/- 0.13 micromol/L was reached at 2.33 +/- 0.50 h after shallot flesh consumption compared with 3.95 +/- 0.62 micromol/L at 2.78 +/- 0.15 h after dry skin consumption. The area under the concentration-time curve after dry skin consumption was 47.23 +/- 7.53 micromol x h(-1) x L(-1) and was significantly higher than that after shallot flesh intake (22.23 +/- 2.32 micromol x h(-1) x L(-1)). When provided along with dietary sources, quercetin aglycone is more bioavailable than its glucosides in humans. Results point to the food matrix as a key factor.",1
"Chocolate and other cocoa-containing products are a rich source of polyphenols. This paper describes an ultra-performance liquid chromatography (UPLC) method that can separate and quantify in 3 min six of the major chocolate polyphenols: catechin; epicatechin; B2 (epicatechin-4beta-8-epicatechin); B5 (epicatechin-4beta-6-epicatechin); C1 (epicatechin-4beta-8-epicatechin-4beta-8-epicatechin); and tetramer D (epicatechin-4beta-8-epicatechin-4beta-8-epicatechin-4beta-8-epicatechin). A survey of 68 chocolate samples indicated that there was a strongly predictive relationship between epicatechin and the other individual polyphenols, especially procyanidin B2 (R 2 = 0.989), even though the chocolates came from varied sources and manufacturers. The relationship was less strong with catechin, and so further work to explore the reasons for this difference was performed. Chiral analysis on a subset of 23 chocolates showed that (-)-epicatechin had a predictive relationship with (+)-catechin in line with the other polyphenols, but not with (-)-catechin (the predominant form). This indicates that (-)-catechin is the most affected by manufacturing conditions, possibly formed through epimerization from (-)-epicatechin during processing. The results show that epicatechin concentrations can be used to predict the content of other polyphenols, especially B2 and C1, and total polyphenols content. Finally, the (-)-catechin content is not predictable from the epicatechin content, and it is concluded that this is the main form of polyphenol that varies according to manufacturing conditions and cocoa origin.",1
"Aim: The authors evaluated the effectiveness of treatment with recombinant human coagulation factor VIIa and concentrate of all prothrombin complex factors in patients with massive postoperative bleeding that could not be controlled with traditional therapy. Materials and Methods: In the period from 2020 to 2021, recombinant human coagulation factor VIIa was administered to 18 patients after cardiac surgery (group I), while the concentrate of all prothrombin complex factors was administered to 16 patients postoperatively (group II). During this period, 647 patients were operated on. The patients had normal coagulation screening tests (APTT, INR, TT, fibrinogen level, and PLT level) before surgery. Mean blood loss before and after administration of eptacog alfa and the total prothrombin complex concentrate was assessed. The mean dose of eptacog alfa was 30.95 mcg/kg b.w., and the total prothrombin complex factor concentrate dose was 14.17 mcg/kg b.w. After transfusion with red blood cell concentrate, fresh frozen plasma, and platelet concentrate, in the absence of improvement in the dynamics of postoperative drainage, it was decided to include recombinant human coagulation factor VIIa or a concentrate of all prothrombin complex factors in the treatment. Results: After administration of recombinant human coagulation factor VIIa at a dose of 30.95 mcg/kg b.w., bleeding stopped in 12 patients, but the remaining 6 patients required reoperation due to persistently high drainage. The decision to perform a rethoracotomy was made by a team of cardiothoracic surgeons and anesthesiologists, taking into account the dynamics of drainage (bleeding) and the hemodynamic stability of the patient. After the administration of concentrate of all prothrombin complex factors at a dose of 14.17 U/kg b.w., bleeding stopped in 12 patients. Four patients required reoperation due to persistent bleeding. Conclusions: Treatment with recombinant human coagulation factor VIIa and concentrate of all prothrombin complex factors is effective and safe for cardiac surgery patients.",0
"Soybeans and soy products are the main source of isoflavones. Several methods and different kinds of soybeans have been published to quantify soy isoflavones, but the amount of isoflavones was variable each other. In order to investigate the contents of isoflavone with pure and processed soybean (the name of soybean is Dae du soybean) from different area (Korea and China), some isoflavones (7-o-glucosides, acetyl daidzin, malonyl genistin and aglycones) from Korean soybean, Chinese soybean and their processed products of soybeans were extracted by 60% EtOH, and analyzed using reversed-phase high performance liquid chromatography (RP-HPLC). The malonyl genistin was found the most content in soybean, but it was very small in chungkukjang. For the aglycones, glycitein was extracted more than daidzein from chungkukjang, contrary to the trend in pure soybean. The small amounts of isoflavones were extracted from doenjang, and the main isoflavone was daidzein.",1
"Adolescents and young adults (AYAs; ages 15-39 years) with acute lymphoblastic leukemia (ALL) have worse outcomes than pediatric patients with ALL. Multiple factors contribute to this differential survival. AYAs are more likely to have higher-risk leukemia biology than children with ALL. AYA patients have more choices for treatment facility and treatment protocol, as well as barriers to clinical trial enrollment, both of which can affect survival. AYAs must also navigate psychosocial factors inherent to their unique developmental stage. Furthermore, AYAs typically sustain more treatment-related toxicities than pediatric patients. Treatment on pediatric or pediatric-inspired ALL protocols at pediatric cancer centers has been associated with improved outcomes for AYAs with ALL, but there is still variation in the treatment that AYAs with ALL receive. Clinical trials focused on AYAs with ALL and individualized decision-making regarding choice of treatment facility and treatment protocol are needed to optimize the survival and long-term outcomes of this patient population.",0
"HiC sequencing is a DNA-based next-generation sequencing method that preserves the 3D conformation of the genome and has shown promise in detecting genomic rearrangements in translational research studies. To evaluate HiC as a potential clinical diagnostic platform, analytical concordance with routine laboratory testing was assessed using primary pediatric leukemia and sarcoma specimens previously positive for clinically significant genomic rearrangements. Archived specimen types tested included viable and nonviable frozen leukemic cells, as well as formalin-fixed paraffin-embedded (FFPE) tumor tissues. Initially, pediatric acute myeloid leukemia (AML) and alveolar rhabdomyosarcoma (A-RMS) specimens with known genomic rearrangements were subjected to HiC analysis to assess analytical concordance. Subsequently, a discovery cohort consisting of AML and acute lymphoblastic leukemia (ALL) cases with no known genomic rearrangements based on prior clinical diagnostic testing were evaluated to determine whether HiC could detect rearrangements. Using a standard sequencing depth of 50 million raw read-pairs per sample, or approximately 5X raw genomic coverage, 100% concordance was observed between HiC and previous clinical cytogenetic and molecular testing. In the discovery cohort, a clinically relevant gene fusion was detected in 45% of leukemia cases (5/11). This study demonstrates the value of HiC sequencing to medical diagnostic testing as it identified several clinically significant rearrangements, including those that might have been missed by current clinical testing workflows. HiC sequencing is a DNA-based next-generation sequencing method that preserves the 3D conformation of the genome, facilitating detection of genomic rearrangements.HiC was 100% concordant with clinical diagnostic testing workflows for detecting clinically significant genomic rearrangements in pediatric leukemia and rhabdomyosarcoma specimens.HiC detected clinically significant genomic rearrangements not previously detected by prior clinical cytogenetic and molecular testing.HiC performed well with archived non-viable and viable frozen leukemic cell samples, as well as archived formalin-fixed paraffin-embedded tumor tissue specimens.",0
